time_ms,server,tenant,accepted,rej_limiter,rej_overload,p50_ms,p99_ms,local_limit
1000,srv-a,tA,9,0,0,128.0,137.0,0
1000,srv-a,tB,11,0,0,121.0,132.0,0
1000,srv-b,tA,17,0,0,130.0,178.0,0
1000,srv-b,tB,11,0,0,119.0,163.0,0
1000,srv-c,tA,7,0,0,132.0,138.0,0
1000,srv-c,tB,12,0,0,125.0,134.0,0
2000,srv-a,tA,4,0,0,153.0,174.0,0
2000,srv-a,tB,7,0,0,127.0,211.0,0
2000,srv-b,tA,12,0,0,115.0,167.0,0
2000,srv-b,tB,9,0,0,116.0,176.0,0
2000,srv-c,tA,8,0,0,120.0,144.0,0
2000,srv-c,tB,19,0,0,128.0,187.0,0
3000,srv-a,tA,12,0,0,130.0,187.0,0
3000,srv-a,tB,11,0,0,137.0,240.0,0
3000,srv-b,tA,12,0,0,115.0,134.0,0
3000,srv-b,tB,7,0,0,104.0,144.0,0
3000,srv-c,tA,10,0,0,123.0,139.0,0
3000,srv-c,tB,7,0,0,127.0,136.0,0
4000,srv-a,tA,7,0,0,130.0,158.0,0
4000,srv-a,tB,9,0,0,133.0,168.0,0
4000,srv-b,tA,9,0,0,124.0,149.0,0
4000,srv-b,tB,13,0,0,127.0,149.0,0
4000,srv-c,tA,8,0,0,128.0,146.0,0
4000,srv-c,tB,9,0,0,113.0,135.0,0
5000,srv-a,tA,14,0,0,125.0,187.0,0
5000,srv-a,tB,7,0,0,109.0,178.0,0
5000,srv-b,tA,6,0,0,114.0,135.0,0
5000,srv-b,tB,11,0,0,131.0,139.0,0
5000,srv-c,tA,5,0,0,123.0,133.0,0
5000,srv-c,tB,8,0,0,124.0,136.0,0
6000,srv-a,tA,17,0,0,134.0,229.0,0
6000,srv-a,tB,14,0,0,144.0,230.0,0
6000,srv-b,tA,10,0,0,117.0,128.0,0
6000,srv-b,tB,7,0,0,127.0,146.0,0
6000,srv-c,tA,14,0,0,139.0,256.0,0
6000,srv-c,tB,12,0,0,132.0,213.0,0
7000,srv-a,tA,9,0,0,123.0,165.0,0
7000,srv-a,tB,11,0,0,129.0,192.0,0
7000,srv-b,tA,10,0,0,133.0,214.0,0
7000,srv-b,tB,15,0,0,156.0,233.0,0
7000,srv-c,tA,11,0,0,127.0,208.0,0
7000,srv-c,tB,7,0,0,128.0,252.0,0
8000,srv-a,tA,14,0,0,122.0,139.0,0
8000,srv-a,tB,10,0,0,121.0,214.0,0
8000,srv-b,tA,7,0,0,126.0,181.0,0
8000,srv-b,tB,5,0,0,122.0,134.0,0
8000,srv-c,tA,9,0,0,117.0,129.0,0
8000,srv-c,tB,9,0,0,119.0,176.0,0
9000,srv-a,tA,13,0,0,124.0,185.0,0
9000,srv-a,tB,11,0,0,117.0,207.0,0
9000,srv-b,tA,11,0,0,126.0,143.0,0
9000,srv-b,tB,8,0,0,117.0,124.0,0
9000,srv-c,tA,20,0,0,121.0,158.0,0
